id,name,trafficType,municipality,county,roadCategory,road_ref,lat,lon,YADTV_2019,YoY_ratio,YoY_bins
52778V1175506,SKREPPESTAD,VEHICLE,Larvik,Vestfold og Telemark,F,FV303 S2D1 m739,59.04423,10.071242,10971.0,1.03,3) -10%...+10%
00000V2416679,ALFARVEGEN (FV111),VEHICLE,Gjøvik,Innlandet,F,FV2370 S4D10 m299,60.784858,10.679821,10798.0,1.07,3) -10%...+10%
19257V930281,KIRKENES E6 SØR,VEHICLE,Sør-Varanger,Troms og Finnmark,E,EV6 S243D1 m8378,69.697043,30.01388,3652.0,2.17,5) >+25%
49666V1126313,SJØVEGAN VEST,VEHICLE,Salangen,Troms og Finnmark,F,FV84 S3D1 m2132,68.88519,17.816606,1652.0,1.05,3) -10%...+10%
04293V1060674,BRANDBU,VEHICLE,Gran,Innlandet,F,FV34 S1D1 m431,60.401597,10.544572,7139.0,1.05,3) -10%...+10%
82998V971817,TUNE KIRKE,VEHICLE,Sarpsborg,Viken,F,FV118 S5D1 m3663,59.292542,11.08388,14826.0,1.0,3) -10%...+10%
68243V1175821,BAKKENTEIGEN SØR,VEHICLE,Horten,Vestfold og Telemark,F,FV325 S3D1 m1312,59.363618,10.441537,10971.0,1.03,3) -10%...+10%
49306V704987,GLOMMENGT V/LARSSON,VEHICLE,Kongsvinger,Innlandet,F,FV196 S1D1 m704,60.188222,11.997372,6958.0,1.0,3) -10%...+10%
02175V930310,Vadsø Vest,VEHICLE,Vadsø,Troms og Finnmark,E,EV75 S7D1 m5988,70.078264,29.720658,3665.0,1.15,4) +10%...+25%
75719V249047,Mo,VEHICLE,Ørsta,Møre og Romsdal,F,FV655 S5D1 m11874,62.193335,6.145479,3102.0,1.11,4) +10%...+25%
65758V1796925,NØSTVETTUNNELEN,VEHICLE,Ås,Viken,E,EV6 S14D1 m2499,59.758719,10.808882,43178.0,0.95,3) -10%...+10%
34500V930598,OLDERFJORD SØR,VEHICLE,Porsanger,Troms og Finnmark,E,EV6 S214D1 m1140,70.471705,25.098746,702.0,1.11,4) +10%...+25%
64472V141952,Prof.Smiths Alle,VEHICLE,Drammen,Viken,K,KV1565 S3D1 m850,59.740283,10.168872,7668.0,1.17,4) +10%...+25%
51972V705259,SKULSTAD,VEHICLE,Nord-Odal,Innlandet,F,FV209 S3D1 m10424,60.432055,11.610893,2423.0,1.0,3) -10%...+10%
33685V3109883,Furneset,VEHICLE,Sula,Møre og Romsdal,F,FV657 S1D1 m68,62.421936,6.285756,6506.0,1.15,4) +10%...+25%
75525V72242,Storsandtunnelen,VEHICLE,Skaun,Trøndelag,E,EV39 S3D1 m2717,63.33235,9.942115,9886.0,1.1,3) -10%...+10%
82819V248945,Moa N.,VEHICLE,Ålesund,Møre og Romsdal,E,EV136 S2D1 m231,62.468289,6.352373,10035.0,1.2,4) +10%...+25%
93763V320622,Iglatjørntunnelen,VEHICLE,Suldal,Rogaland,F,FV46 S5D1 m8260,59.483953,6.192453,1113.0,1.16,4) +10%...+25%
96654V2568305,Tresfjordbrua,VEHICLE,Vestnes,Møre og Romsdal,E,EV136 S3D1 m2259,62.610849,7.140123,2130.0,1.23,4) +10%...+25%
58182V2395192,Kvislabakken,VEHICLE,Stjørdal,Trøndelag,E,EV6 S80D1 m890,63.482725,10.893396,12832.0,1.13,4) +10%...+25%
44223V705233,NARBUVOLL,VEHICLE,Os,Innlandet,F,FV28 S5D1 m772,62.374634,11.470459,313.0,1.0,3) -10%...+10%
12357V625212,Klemetsrud,VEHICLE,Oslo,Oslo,E,EV6 S15D1 m1191,59.82707,10.843871,51471.0,0.97,3) -10%...+10%
84237V578097,TEVELDALEN,VEHICLE,Meråker,Trøndelag,E,EV14 S7D1 m14019,63.340732,12.03835,1923.0,0.09,1) <-25%
26714V180853,STRØMSÅSTUNNELEN,VEHICLE,Drammen,Viken,E,EV134 S45D1 m11879,59.731766,10.182457,19610.0,1.04,3) -10%...+10%
86779V805748,BRYGGEN,VEHICLE,Bergen,Vestland,F,FV577 S1D1 m1080,60.395782,5.325602,8577.0,0.79,2) -25%...+10%
34956V249577,Fræneidet,VEHICLE,Hustadvika,Møre og Romsdal,F,FV64 S10D1 m3379,62.863457,7.270809,3007.0,1.11,4) +10%...+25%
65824B1700572,Tune kirke sør,BICYCLE,Sarpsborg,Viken,F,FV118 S5D30 m325,59.292492,11.083983,37.0,0.76,2) -25%...+10%
66346V625214,E6 Ulvensplitten Rampe Alnabru Teisen,VEHICLE,Oslo,Oslo,E,EV6 S16D1 m8422,59.922925,10.809402,15836.0,0.99,3) -10%...+10%
82101V443758,SKYSSJORDET,VEHICLE,Ås,Viken,F,FV1385 S1D1 m5452,59.709796,10.77213,3503.0,0.98,3) -10%...+10%
05746V2353431,BORTNETUNNELEN,VEHICLE,Bremanger,Vestland,F,FV616 S3D10 m10224,61.815883,5.385929,437.0,1.34,5) >+25%
92486V1126283,LANGMYRA NORD,VEHICLE,Gratangen,Troms og Finnmark,E,EV6 S168D1 m228,68.653301,17.699279,2239.0,1.16,4) +10%...+25%
86022V521170,Høgenheitunnelen,VEHICLE,Bamble,Vestfold og Telemark,R,RV354 S1D1 m708,59.041511,9.677536,7089.0,1.12,4) +10%...+25%
65823V1668921,FJØSDALEN,VEHICLE,Flakstad,Nordland,E,EV10 S2D1 m10105,67.981668,13.175467,1125.0,1.01,3) -10%...+10%
91007V578610,Gartland mot Harran,VEHICLE,Grong,Trøndelag,E,EV6 S99D1 m800,64.531009,12.405213,2351.0,1.4,5) >+25%
33547V444051,Nordby skole,VEHICLE,Ullensaker,Viken,F,FV1496 S7D1 m767,60.150181,11.170525,8887.0,0.94,3) -10%...+10%
46725V3026132,LOFTESNES,VEHICLE,Sogndal,Vestland,R,RV5 S5D1 m6222,61.22951,7.124481,6342.0,1.02,3) -10%...+10%
68557V444232,BLOMMENHOLM,VEHICLE,Bærum,Viken,E,EV18 S52D1 m1113,59.891774,10.535191,78494.0,1.07,3) -10%...+10%
34711V705268,MOELV N,VEHICLE,Ringsaker,Innlandet,F,FV213 S4D1 m1838,60.944126,10.689568,2806.0,1.08,3) -10%...+10%
68733V2078106,RAMPE NYBORG-VÅGSBOTN,VEHICLE,Bergen,Vestland,E,EV39 S76D1 m1030 KD4 m125,60.474947,5.333607,4700.0,1.09,3) -10%...+10%
49453V930259,BARTA,VEHICLE,Kàràsjohka-Karasjok,Troms og Finnmark,E,EV6 S226D1 m11962,69.756092,26.145049,198.0,1.4,5) >+25%
79710V1717877,KOBBERVIKDALEN,VEHICLE,Drammen,Viken,F,FV319 S1D1 m109,59.715055,10.234433,3766.0,0.93,3) -10%...+10%
37885V1204218,BORGENKRYSSET AVRAMPE,VEHICLE,Ullensaker,Viken,E,EV16 S58D1 m4117 KD1 m125,60.091735,11.212783,1301.0,1.01,3) -10%...+10%
11693V443793,BARUM SANDVIKVEIEN,VEHICLE,Bærum,Viken,F,FV1424 S1D1 m132,59.887934,10.521018,7163.0,1.23,4) +10%...+25%
21768V805002,TORBORG NEDREAASGT.,VEHICLE,Bergen,Vestland,R,RV555 S1D20 m342,60.388477,5.314641,18172.0,0.95,3) -10%...+10%
11991V121784,KJOS,VEHICLE,Kristiansand,Agder,F,FV456 S1D1 m3493,58.112483,7.95566,17572.0,1.05,3) -10%...+10%
06960B1800778,Havnevegen - sykkel,BICYCLE,Verdal,Trøndelag,F,FV757 S1D1 m900,63.784902,11.459583,49.0,0.67,1) <-25%
75774V1060655,SMEDMOEN,VEHICLE,Gjøvik,Innlandet,R,RV4 S17D1 m3211,60.915767,10.661645,12390.0,1.1,3) -10%...+10%
87610V1811579,DALKRYSSET,VEHICLE,Ullensaker,Viken,E,EV6 S24D1 m2343,60.255205,11.179904,14404.0,1.11,4) +10%...+25%
89879V1060627,ILKA (E6),VEHICLE,Dovre,Innlandet,E,EV6 S52D1 m8102,61.96595,9.252925,4458.0,1.22,4) +10%...+25%
39245V319652,Rossabø,VEHICLE,Haugesund,Rogaland,E,EV134 S2D1 m425,59.39547,5.301717,14395.0,1.09,3) -10%...+10%
45690V1919945,NORD-SEL KRK. (FV438),VEHICLE,Sel,Innlandet,F,FV2614 S1D1 m13000,61.845784,9.415415,1530.0,1.2,4) +10%...+25%
20829V521117,MANNEBRU,VEHICLE,Midt-Telemark,Vestfold og Telemark,R,RV36 S9D1 m4219,59.410667,9.111865,6035.0,1.02,3) -10%...+10%
62393V72804,Oppdal E6 nordlig,VEHICLE,Oppdal,Trøndelag,E,EV6 S62D1 m2760,62.596303,9.702734,5301.0,1.4,5) >+25%
52148V1797330,STØYLSNESTUNNELEN,VEHICLE,Sunnfjord,Vestland,R,RV5 S12D1 m320,61.529744,6.599291,1578.0,1.16,4) +10%...+25%
47719V443837,VOLLSVEIEN,VEHICLE,Bærum,Viken,F,FV1632 S1D1 m1146,59.940893,10.626438,3862.0,1.19,4) +10%...+25%
56109V1060668,VARDALSÅSEN,VEHICLE,Gjøvik,Innlandet,F,FV33 S9D1 m14431,60.790871,10.399319,4109.0,1.11,4) +10%...+25%
02269V704697,SKOTTERUD V,VEHICLE,Eidskog,Innlandet,F,FV202 S1D1 m299,59.981163,12.12098,3211.0,1.07,3) -10%...+10%
18301V1688125,TOFTEVÅG FV544,VEHICLE,Kvinnherad,Vestland,F,FV500 S7D1 m7165,59.794849,5.731963,1479.0,1.52,5) >+25%
80949V248993,Flydalen,VEHICLE,Stranda,Møre og Romsdal,F,FV63 S3D1 m6490,62.086877,7.22549,575.0,0.95,3) -10%...+10%
54236V384508,HAUGEN,VEHICLE,Stad,Vestland,R,RV15 S21D1 m5293,61.923268,5.88937,3906.0,1.11,4) +10%...+25%
54075V22179,AAMLI NORD,VEHICLE,Åmli,Agder,R,RV41 S9D1 m5511,58.775015,8.494444,1360.0,1.17,4) +10%...+25%
14360V1060146,FOSSBERGOM,VEHICLE,Lom,Innlandet,F,FV55 S1D1 m1576,61.827624,8.547698,914.0,0.98,3) -10%...+10%
71701V443203,Ski Flataaser pårampe,VEHICLE,Nordre Follo,Viken,E,EV6 S14D1 m7218 KD4 m450,59.793392,10.841106,1642.0,1.03,3) -10%...+10%
97150V2368685,BJØRNSONSGATEN,VEHICLE,Bergen,Vestland,F,FV582 S2D1 m7263,60.374481,5.340353,5618.0,1.1,3) -10%...+10%
16644V1175490,Elvevegen ESSO,VEHICLE,Larvik,Vestfold og Telemark,R,RV400 S1D1 m1577,59.051465,10.064049,12086.0,1.0,3) -10%...+10%
41419V1669366,KOPSTAD SYD,VEHICLE,Horten,Vestfold og Telemark,E,EV18 S40D1 m5255,59.416887,10.364301,26877.0,1.11,4) +10%...+25%
77240V121772,HAVIK,VEHICLE,Farsund,Agder,F,FV43 S3D1 m1828,58.09953,6.832814,4018.0,1.14,4) +10%...+25%
97726V384079,STRYN SENTRUM,VEHICLE,Stryn,Vestland,R,RV15 S18D1 m9117,61.903722,6.720758,4496.0,1.19,4) +10%...+25%
82309V705237,ÅKRESTRØMMEN S,VEHICLE,Rendalen,Innlandet,F,FV30 S28D1 m52,61.695831,11.196038,480.0,1.0,3) -10%...+10%
27094V320578,Helleland Kirke,VEHICLE,Eigersund,Rogaland,E,EV39 S106D1 m6587,58.522672,6.113935,6876.0,1.14,4) +10%...+25%
84996V1060616,ØYER GR. SØR (E6),VEHICLE,Øyer,Innlandet,E,EV6 S40D1 m4578,61.187452,10.416607,10965.0,1.17,4) +10%...+25%
37541V805680,ISDALSTØ FARTSTAVLE,VEHICLE,Alver,Vestland,F,FV57 S1D1 m3661,60.574866,5.270725,6309.0,1.01,3) -10%...+10%
79755V625294,MARITIM-510B,VEHICLE,Oslo,Oslo,E,EV18 S55D1 m1561,59.918562,10.666507,81233.0,0.94,3) -10%...+10%
83961V1886010,FYLLINGSDALEN V/ SANDEIDET,VEHICLE,Bergen,Vestland,F,FV540 S1D1 m6052,60.333376,5.265969,15780.0,1.01,3) -10%...+10%
43574V249669,Nyjord,VEHICLE,Aukra,Møre og Romsdal,F,FV531 S1D1 m781,62.804262,6.87447,1134.0,1.04,3) -10%...+10%
66661V1944424,HOLLUNDSVEGEN,VEHICLE,Bømlo,Vestland,F,FV5004 S1D1 m40,59.797169,5.185952,2876.0,0.96,3) -10%...+10%
37009B1175548,NORDBYEN-SYKKEL,BICYCLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m1022,59.270069,10.402035,272.0,0.94,3) -10%...+10%
00172B1699322,STANGEBRUA SYKKEL,BICYCLE,Stange,Innlandet,F,FV222 S3D1 m9057,60.784944,11.105447,349.0,0.9,2) -25%...+10%
13658V2659403,Granfosstunnelen Mot Metrering,VEHICLE,Bærum,Viken,R,RV150 S3D1 m1781,59.913962,10.629457,14537.0,1.29,5) >+25%
94909V444072,Fv 469 Vallhall,VEHICLE,Ullensaker,Viken,F,FV1566 S1D1 m802,60.168949,11.14413,5025.0,1.02,3) -10%...+10%
86451V805010,PUD.BRU - NØSTET,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m762 KD3 m185,60.386423,5.319341,7205.0,0.84,2) -25%...+10%
57544V930596,E6 Skaidi,VEHICLE,Hammerfest,Troms og Finnmark,E,EV6 S210D1 m13552,70.432433,24.503051,1516.0,1.05,3) -10%...+10%
60468V1060180,VINGROM VEST,VEHICLE,Lillehammer,Innlandet,F,FV250 S4D1 m11173,61.050538,10.387512,1035.0,1.17,4) +10%...+25%
54369V2511480,Dragsund,VEHICLE,Ulstein,Møre og Romsdal,F,FV61 S4D1 m5363,62.290942,5.850925,6340.0,1.15,4) +10%...+25%
04274V705260,Storgata Kongsvinger,VEHICLE,Kongsvinger,Innlandet,K,KV1880 S3D1 m152,60.191699,11.998983,5700.0,0.99,3) -10%...+10%
86055V930630,SKJÅHOLMEN,VEHICLE,Hammerfest,Troms og Finnmark,R,RV94 S4D1 m2893,70.545941,23.730494,1374.0,1.56,5) >+25%
68511V2673383,Tromsøysundtunnelen T1,VEHICLE,Tromsø,Troms og Finnmark,E,EV8 S2D1 m2966,69.67012,19.018382,5567.0,1.05,3) -10%...+10%
78456V521428,TJØNNEFOSS,VEHICLE,Nissedal,Vestfold og Telemark,R,RV41 S12D1 m2091,58.975403,8.522506,1109.0,1.19,4) +10%...+25%
09081V1822315,YTREBYGDSVN. VED DOLVIK SØR,VEHICLE,Bergen,Vestland,F,FV556 S1D1 m6905,60.309016,5.268046,10536.0,0.97,3) -10%...+10%
36944V2664207,Jessheim nord mot Gardermoen,VEHICLE,Ullensaker,Viken,E,EV16 S57D30 m350,60.160397,11.153762,763.0,0.48,1) <-25%
81686B2542142,NØTTERØYVEIEN-SYKKEL,BICYCLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m2882,59.256891,10.415155,353.0,1.03,3) -10%...+10%
00917V805315,KJØKKELVIKVEIEN,VEHICLE,Bergen,Vestland,F,FV5208 S1D1 m26,60.370507,5.232095,5437.0,1.06,3) -10%...+10%
83592B383737,FØRDE VEST (SYKKEL),BICYCLE,Sunnfjord,Vestland,E,EV39 S58D800 m285,61.450488,5.848312,157.0,1.05,3) -10%...+10%
10441V704745,VIKSELV,VEHICLE,Stange,Innlandet,F,FV222 S1D1 m1876,60.619886,11.285111,922.0,1.07,3) -10%...+10%
03836V1125958,Kvaløysletta nord,VEHICLE,Tromsø,Troms og Finnmark,F,FV863 S1D1 m378,69.698434,18.889475,6016.0,1.01,3) -10%...+10%
69037V625235,Skullerud Avrampe Nordgående,VEHICLE,Oslo,Oslo,E,EV6 S15D1 m5382 KD1 m210,59.862816,10.830928,2901.0,1.08,3) -10%...+10%
42465V1060624,SJOA SØR,VEHICLE,Nord-Fron,Innlandet,F,FV2522 S7D1 m6806,61.669614,9.567347,634.0,1.02,3) -10%...+10%
18554V248977,Furnestunnelen,VEHICLE,Sula,Møre og Romsdal,F,FV61 S1D1 m1659,62.421656,6.285145,1671.0,1.1,3) -10%...+10%
94820V1175548,KANALBRUA,VEHICLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m2409,59.261333,10.416086,33116.0,1.03,3) -10%...+10%
57782V443152,Ski Flataaser,VEHICLE,Nordre Follo,Viken,E,EV6 S14D1 m7040,59.793318,10.841326,47071.0,0.96,3) -10%...+10%
70520V1060274,ØVERBYVEGEN 64,VEHICLE,Vestre Toten,Innlandet,F,FV2362 S3D1 m5751,60.735685,10.632546,1501.0,1.08,3) -10%...+10%
08615V2398666,VANGSTUNNELEN,VEHICLE,Voss,Vestland,E,EV16 S10D1 m9274,60.637203,6.418082,4409.0,1.07,3) -10%...+10%
81008V41567,Festningsgata,VEHICLE,Trondheim,Trøndelag,F,FV6666 S1D1 m1857,63.428338,10.416223,9005.0,0.98,3) -10%...+10%
08132V1984223,VÆRSTEBRUA,VEHICLE,Fredrikstad,Viken,F,FV108 S1D1 m1072,59.215639,10.926776,10901.0,1.07,3) -10%...+10%
57211V805408,IBSENSGATE,VEHICLE,Bergen,Vestland,F,FV584 S1D1 m640,60.373142,5.350081,1176.0,0.73,1) <-25%
74001V578650,Jubergskorsen mot Åsen,VEHICLE,Frosta,Trøndelag,F,FV753 S2D1 m3684,63.583551,10.761487,1953.0,0.91,3) -10%...+10%
18304V22179,RISLANDSFETA,VEHICLE,Åmli,Agder,R,RV41 S9D1 m2022,58.747534,8.474318,1001.0,1.09,3) -10%...+10%
95678V1125814,TJELDSUND BRU VEST,VEHICLE,Harstad,Troms og Finnmark,E,EV10 S27D1 m520,68.630487,16.565815,4929.0,0.95,3) -10%...+10%
53953V704480,MJØSBRUA ØST,VEHICLE,Ringsaker,Innlandet,E,EV6 S32D20 m10421,60.926852,10.684211,13938.0,1.05,3) -10%...+10%
12393V249627,Eidem,VEHICLE,Hustadvika,Møre og Romsdal,F,FV664 S1D1 m1214,62.851313,7.114961,3296.0,1.06,3) -10%...+10%
02535V971411,HOLTET,VEHICLE,Halden,Viken,F,FV220 S1D1 m245,58.880725,11.535469,249.0,0.33,1) <-25%
12012V578177,Byaenget,VEHICLE,Steinkjer,Trøndelag,F,FV763 S1D1 m1148,64.025285,11.501723,3260.0,0.93,3) -10%...+10%
04474V1060615,VINGROM SØR,VEHICLE,Lillehammer,Innlandet,E,EV6 S35D1 m14840,61.035831,10.440602,11689.0,1.11,4) +10%...+25%
04823V930651,Kongsfjord,VEHICLE,Berlevåg,Troms og Finnmark,F,FV890 S7D1 m12993,70.712538,29.289891,177.0,1.18,4) +10%...+25%
87721V2695722,KJØREPLASS BRU ØST,VEHICLE,Modum,Viken,F,FV287 S1D1 m3521,59.908712,9.895023,3253.0,1.07,3) -10%...+10%
83425V249573,Torvika,VEHICLE,Rauma,Møre og Romsdal,F,FV64 S2D1 m6337,62.567699,7.58528,1789.0,1.08,3) -10%...+10%
09717B1671751,Vollevann fv452 Sykkel,BICYCLE,Kristiansand,Agder,F,FV452 S1D105 m24,58.166136,8.033196,329.0,0.99,3) -10%...+10%
56756V521160,Skafsåheia,VEHICLE,Tokke,Vestfold og Telemark,F,FV45 S5D1 m984,59.370063,7.867363,336.0,1.19,4) +10%...+25%
16849V805748,NATLAND BOMSTASJON,VEHICLE,Bergen,Vestland,F,FV585 S1D1 m1689,60.346759,5.364217,9370.0,1.03,3) -10%...+10%
21252V704759,MESNALIA N,VEHICLE,Ringsaker,Innlandet,F,FV229 S1D1 m1974,61.107534,10.70233,2265.0,1.21,4) +10%...+25%
72753V1896595,SMAALENENE BRU,VEHICLE,Indre Østfold,Viken,E,EV18 S63D1 m1479,59.592219,11.096415,12814.0,0.91,3) -10%...+10%
70248V804944,MONGSTAD SØR,VEHICLE,Austrheim,Vestland,F,FV57 S4D1 m9773,60.793234,5.021578,3627.0,0.99,3) -10%...+10%
79743V1125914,TROMSØBRUA,VEHICLE,Tromsø,Troms og Finnmark,F,FV862 S1D1 m1705,69.654122,18.96536,19332.0,1.0,3) -10%...+10%
49827V971809,SKIPTVET NORD,VEHICLE,Skiptvet,Viken,F,FV115 S5D1 m5495,59.49684,11.163598,4448.0,1.03,3) -10%...+10%
90390V443603,BÆRUM RINGSTADBEKK,VEHICLE,Bærum,Viken,F,FV160 S1D1 m2028,59.920041,10.596105,8997.0,1.09,3) -10%...+10%
45587V384040,GRAVENSTEINSGATA,VEHICLE,Sogndal,Vestland,R,RV5 S6D1 m1192,61.231306,7.101244,9443.0,1.05,3) -10%...+10%
16339V444237,INGJERDALEN,VEHICLE,Ullensaker,Viken,F,FV1548 S2D1 m1550,60.089676,11.243324,793.0,0.97,3) -10%...+10%
47171V2712128,HØGBERGET,VEHICLE,Nord-Fron,Innlandet,F,FV255 S9D1 m11001,61.57693,9.533477,440.0,1.11,4) +10%...+25%
27754V805707,DAMSGÅRDTUNNELEN,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m2621,60.381229,5.293341,41156.0,1.01,3) -10%...+10%
01559V249583,Rindalskogen,VEHICLE,Rindal,Trøndelag,F,FV65 S5D1 m130,63.097053,9.436914,1223.0,1.02,3) -10%...+10%
51368V625246,Pårampe fra Sandstuveien,VEHICLE,Oslo,Oslo,E,EV6 S16D1 m545 KD4 m146,59.887795,10.807295,1250.0,1.04,3) -10%...+10%
27281B1824158,Borgundvegen Sykkel,BICYCLE,Ålesund,Møre og Romsdal,E,EV136 S1D160 m963,62.464564,6.303997,66.0,0.89,2) -25%...+10%
63730V443521,ULLERUDSLETTA,VEHICLE,Frogn,Viken,F,FV152 S1D50 m605,59.669764,10.64825,13739.0,1.05,3) -10%...+10%
12167V1060414,SKAARSETH,VEHICLE,Lillehammer,Innlandet,F,FV2520 S1D1 m2147,61.131981,10.474938,3215.0,1.17,4) +10%...+25%
77685V578099,ÅSMYRA,VEHICLE,Namsos,Trøndelag,F,FV17 S4D1 m3147,64.209392,11.215688,2536.0,1.01,3) -10%...+10%
11654B1671763,Vollevann E18 Sykkel,BICYCLE,Kristiansand,Agder,E,EV18 S2D1 m177,58.165366,8.033543,555.0,0.99,3) -10%...+10%
53365V521100,VÅGSLI TUNNEL,VEHICLE,Vinje,Vestfold og Telemark,E,EV134 S17D1 m2255,59.793941,7.276422,1736.0,0.82,2) -25%...+10%
33926V2721315,Flyplassvegen Sola,VEHICLE,Sola,Rogaland,R,RV509 S1D10 m267,58.893961,5.631846,8475.0,0.66,1) <-25%
04914V319700,KROSSMOEN,VEHICLE,Eigersund,Rogaland,R,RV426 S1D1 m490,58.522177,6.09183,3537.0,1.1,3) -10%...+10%
21358V971791,DET GAMLE BADET,VEHICLE,Halden,Viken,F,FV220 S4D1 m5695,59.126576,11.387,15504.0,1.04,3) -10%...+10%
93232V444346,NORDLIVN. LORENSKOG,VEHICLE,Lørenskog,Viken,F,FV1521 S1D1 m1221,59.918833,10.946851,7818.0,0.23,1) <-25%
01581V249554,Hareidsporten,VEHICLE,Hareid,Møre og Romsdal,F,FV61 S3D1 m244,62.369979,6.026039,6664.0,1.04,3) -10%...+10%
79110V444262,HOLSTADVN. AAS,VEHICLE,Ås,Viken,F,FV152 S3D1 m2026,59.683788,10.813045,8733.0,1.04,3) -10%...+10%
18129V804739,STANGHELLE,VEHICLE,Vaksdal,Vestland,E,EV16 S6D1 m3822,60.549915,5.736571,5452.0,1.13,4) +10%...+25%
16810V2195091,JONDALSTUNNELEN,VEHICLE,Kvinnherad,Vestland,F,FV49 S4D1 m1611,60.170664,6.297961,685.0,1.07,3) -10%...+10%
17314B971599,TROLLDALEN SYKKEL,BICYCLE,Moss,Viken,F,FV316 S1D100 m406,59.449042,10.687764,82.0,1.22,4) +10%...+25%
85965V2518810,LYDERHORNSVEIEN NORD,VEHICLE,Bergen,Vestland,F,FV558 S1D1 m5414,60.36778,5.249734,6185.0,1.05,3) -10%...+10%
71798V319583,Forus ved Stv.Aftenblad påkj. mot Sandnes,VEHICLE,Sandnes,Rogaland,E,EV39 S101D1 m588 KD2 m352,58.883648,5.717813,4637.0,1.01,3) -10%...+10%
00776V930459,KJOSVEIEN,VEHICLE,Alta,Troms og Finnmark,F,FV7990 S1D1 m70,69.966863,23.375374,4183.0,1.04,3) -10%...+10%
87734V2312218,Lørentunell Østgående,VEHICLE,Oslo,Oslo,R,RV150 S1D1 m3417,59.930763,10.801885,33557.0,1.11,4) +10%...+25%
49950V319650,Førresfjordvegen,VEHICLE,Tysvær,Rogaland,E,EV134 S2D1 m9776,59.423191,5.424574,13362.0,1.07,3) -10%...+10%
03990V319811,TJØSVOLD,VEHICLE,Karmøy,Rogaland,F,FV547 S2D1 m2802,59.265913,5.194528,12961.0,0.98,3) -10%...+10%
79417V249636,Hopen Ø.,VEHICLE,Smøla,Møre og Romsdal,F,FV669 S6D1 m7369,63.458749,8.033117,1188.0,1.05,3) -10%...+10%
13104V1126310,SAMA v/x Meieriveien,VEHICLE,Harstad,Troms og Finnmark,R,RV83 S3D1 m4037,68.805704,16.523522,10549.0,1.11,4) +10%...+25%
20895V805602,DALSLEID VEST,VEHICLE,Vaksdal,Vestland,E,EV16 S7D1 m1211,60.612113,5.832682,4887.0,1.13,4) +10%...+25%
71989V885955,SVOLVÆR Ø.,VEHICLE,Vågan,Nordland,E,EV10 S14D1 m10255,68.24229,14.587079,2970.0,0.96,3) -10%...+10%
48498V1125765,HEGGELIA,VEHICLE,Målselv,Troms og Finnmark,E,EV6 S174D1 m4015,69.034885,18.506427,3846.0,1.17,4) +10%...+25%
88184V2303031,Eikeberget SV rampe,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m1799 KD3 m277,58.896214,5.676137,1850.0,0.88,2) -25%...+10%
76429V2548000,ÅS NLH VOLLEBEKK,VEHICLE,Ås,Viken,F,FV152 S2D1 m695,59.664586,10.758511,11290.0,0.98,3) -10%...+10%
20680V625530,Rv 163 Brobekk Nordgående,VEHICLE,Oslo,Oslo,R,RV163 S1D1 m2551,59.932857,10.828154,9032.0,1.16,4) +10%...+25%
33731V249521,Sætre,VEHICLE,Ørsta,Møre og Romsdal,E,EV39 S38D1 m7789,62.209858,6.071825,3172.0,1.13,4) +10%...+25%
84170V249428,Lerstadvegen,VEHICLE,Ålesund,Møre og Romsdal,F,FV534 S1D1 m3264,62.469536,6.301737,16124.0,1.1,3) -10%...+10%
17482V319932,GRINDE ØST,VEHICLE,Tysvær,Rogaland,F,FV515 S1D1 m1760,59.4267,5.479602,2493.0,1.01,3) -10%...+10%
86830B971481,HABORNVEIEN SYKKEL,BICYCLE,Fredrikstad,Viken,R,RV22 S1D100 m2251,59.204244,10.9768,70.0,1.02,3) -10%...+10%
60371V1719219,SOLBERG NORD,VEHICLE,Sarpsborg,Viken,E,EV6 S3D1 m7867,59.23958,11.134942,28794.0,0.55,1) <-25%
49530V804761,TRENGEREID-OSTERØY,VEHICLE,Bergen,Vestland,E,EV16 S3D1 m4892 KD3 m110,60.422224,5.5403,213.0,1.14,4) +10%...+25%
57808V2282277,KLEVERUD,VEHICLE,Stange,Innlandet,E,EV6 S27D1 m6301,60.554701,11.250689,12997.0,1.16,4) +10%...+25%
32426V249052,Fiskarstrand,VEHICLE,Sula,Møre og Romsdal,F,FV657 S1D1 m2699,62.436184,6.2787,6925.0,1.16,4) +10%...+25%
90978V1126285,Setermoen Sør,VEHICLE,Bardu,Troms og Finnmark,E,EV6 S171D1 m7978,68.859193,18.331816,3106.0,1.19,4) +10%...+25%
76881V578085,Verdal arm Verdalsøra-Levanger,VEHICLE,Verdal,Trøndelag,E,EV6 S86D1 m3749 KD4 m150,63.786503,11.461618,3349.0,1.03,3) -10%...+10%
03476V41818,Jakobslivegen ved Skovgård,VEHICLE,Trondheim,Trøndelag,K,KV3330 S1D1 m70,63.428213,10.495449,9200.0,1.1,3) -10%...+10%
94845V521171,Ørviksletta,VEHICLE,Porsgrunn,Vestfold og Telemark,R,RV354 S1D1 m4345,59.067769,9.688556,12387.0,0.98,3) -10%...+10%
